club,last_name,first_name,position,base_salary,guaranteed_compensation
Toronto FC,Sturgis,Nathan,D-M,85000.0,89250.0
New York Red Bulls,Sutton,Greg,GK,75600.0,80100.0
Vancouver Whitecaps,Sylvestre,Brian,GK,32600.04,32600.04
New York Red Bulls,Tainio,Teemu,M,159996.0,164996.0
Philadelphia Union,Tait,Joe,D,42000.0,42000.0
Vancouver Whitecaps,Tan,Long,F,32600.04,32600.04
Houston Dynamo,Taylor,Jermaine,D,57500.0,62500.0
Portland Timbers,Taylor,Christopher,D,32600.04,32600.04
Columbus Crew,Tchani,Tony,M,90000.0,194000.0
Vancouver Whitecaps,Teibert,Russell,M,50004.0,55604.0
Seattle Sounders FC,Tetteh,Michael,M,60000.0,77663.06
Sporting Kansas City,Thomas,Shavar,D,160000.0,174375.0
LA Galaxy,Thomas,Ryan,D,32604.0,32604.0
Colorado Rapids,Thompson,Wells,M,77500.0,85625.0
Portland Timbers,Thompson,Spencer,F,32604.0,32604.0
CHV,Thornton,Zach,GK,155000.0,162500.0
Vancouver Whitecaps,Thorrington,John,M,194700.0,207200.0
New England Revolution,Tierney,Chris,D-M,65000.0,66666.67
Real Salt Lake,Toia,Donny,F,45000.0,60000.0
FC Dallas,Top,Jonathan,F,42000.0,42000.0
Philadelphia Union,Torres,Roger,M,105600.0,108725.0
CHV,Trujillo,Mariano,M,99225.0,99225.0
FC Dallas,Ulloa,Victor,M,42000.0,44500.0
CHV,Umana,Michael,D,138000.0,145500.0
Portland Timbers,Umony,Brian,F,65004.0,85004.0
Vancouver Whitecaps,Vagenas,Peter,M,48000.0,48000.0
Philadelphia Union,Valdes,Carlos,D,180000.0,180000.0
CHV,Valentin,Zarek,D,80000.0,132000.0
Columbus Crew,Veeder,Korey,D,32600.0,34475.0
Toronto FC,Viator,Eddy,D,90000.0,101875.0
Chicago Fire,Videira,Michael,M,42000.0,42625.0
FC Dallas,Villar,Ricardo,M,150000.0,150000.0
Vancouver Whitecaps,Wagner,Blake,D,42000.0,42000.0
Seattle Sounders FC,Wahl,Tyson,D,51870.0,54770.0
Colorado Rapids,Wallace,Anthony,D-M,60375.0,60375.0
Portland Timbers,Wallace,Rodney,M-D,90000.0,139000.0
San Jose Earthquakes,Ward,Tim,D,60500.0,60500.0
Real Salt Lake,Warner,Collen,M-F,42000.0,55750.0
FC Dallas,Warshaw,Bobby,D,42000.0,53250.0
Sporting Kansas City,Warzycha,Konrad,M,32604.0,32604.0
Houston Dynamo,Watson,Je-Vaughn,M,75000.0,91875.0
Chicago Fire,Watson-Siriboe,Kwame,D,44000.0,44000.0
Houston Dynamo,Weaver,Cam,F,89250.0,97500.0
San Jose Earthquakes,Weber,Andrew,GK,65004.0,65004.0
DC United,White,Ethan,D,55000.0,71000.0
Seattle Sounders FC,White,O'Brian,F,100000.0,100000.0
FC Dallas,Wiedeman,Andrew,F,75000.0,118000.0
Columbus Crew,Williams,Josh,D,42000.0,42000.0
Philadelphia Union,Williams,Sheanon,F,42000.0,42000.0
Real Salt Lake,Williams,Andy,M,99225.0,99225.0
Toronto FC,Williams,Dicoy,D,50004.0,50004.0
DC United,Willis,Joe,GK,42000.0,42000.0
Real Salt Lake,Wingert,Chris,D,135000.0,135000.0
DC United,Wolff,Josh,F,160000.0,160000.0
San Jose Earthquakes,Wondolowski,Chris,M,175000.0,175000.0
DC United,Woolard,Daniel,D,50000.0,50000.0
Colorado Rapids,Wynne,Marvell,D,225000.0,301666.67
Toronto FC,Yourassowsky,Mikael,D,80004.0,81670.67
Seattle Sounders FC,Zakuani,Steve,F,90000.0,188000.0
Toronto FC,Zavarise,Gianluca,M,42000.0,46517.75
DC United,Zayner,Jed,D,66500.0,70375.0
CHV,Zemanski,Ben,M,44000.0,44000.0
New England Revolution,Zerka,Monsef,M-F,216000.0,226000.0
Portland Timbers,Zizzo,Sal,F,65000.0,73250.0
San Jose Earthquakes,Zura,Edmundo,F,48000.0,48000.0
Sporting Kansas City,Zusi,Graham,F-M,42000.0,42000.0
